Old_Index,Listings_Title,Neighbourhood,Fulldescription,Listing_ID,Pets,Smoking,Tenant_Parking,Year_Built,Landlord_On_Rentfaster_Since,Building_features,Property_features,Community_features,Utilities_info,Listing_Type,Sq_Feet,Furnishing,Baths,Beds,Rent_Monthly
1025,CALGARY DOWNTOWN BACHELOR APARTMENTS!!!,Downtown,"APARTMENT IS LOCATED CLOSE TO THE RIVER. WALKING DISTANCE FROM SAFEWAY, LRT & BUS STOPS. NEFF APARTMENTS IS AN IDEAL LOCATION FOR DOWNTOWN LIVING. READY FOR MARCH POSSESSION/ LOCATION: EAU CLAIRE DISTRICT DOWNTOWN CALGARY 4AVE 7ST SW, LEASE OPTIONS: ONE YEAR LEASE ONLY $800.00 PER MONTH. SIX MONTH LEASE $825 PER MONTH. MONTH TO MONTH LEASE $850.00 PER MONTH. SECURITY DEPOSIT: ONE-MONTH RENT. UTILITIES INCLUDED (HEAT, ELECTRICITY & WATER)
SECURITY DEPOSIT: $800 (REFUNDABLE UPON CHECKOUT) MINIMUM, STREET PARKING PERMITS ($) & HEATED UNDERGROUND PARKING AVAILABLE ($) 2 BLOCKS FROM THE TRAIN AND MAJOR BUS ROUTES IN FRONT OF THE BUILDING. 10 MINS TO SAIT. 15 MINS FROM UNIVERSITY OF CALGARY. FOOTSTEPS TO EAU CLAIRE AND DOWNTOWN CORE. BUILDING AMENITIES: SECURITY CAMERAS PROFESSIONAL ON-SITE MANAGEMENT COIN-OPERATED LAUNDRY CONVENIENTLY LOCATED GARBAGE CHUTES ON EACH FLOOR PARKING PERMIT (CURRENTLY UNAVAILABLE) NEFF APARTMENTS IS AN ADULT ONLY BUILDING. FOR MORE INFORMATION OR TO ARRANGE A VIEWING, PLEASE RESPOND TO THIS AD. **OFFICE HOURS ARE MONDAY - FRIDAY 10AM-3:00PM, LET ME KNOW IF YOU ARE INTERESTED. I CAN MEET IN PERSON OR ALSO PROVIDE A VIRTUAL CALL/TOUR WITH YOU IF YOU WOULD LIKE. THANK YOU",443310,0,0,0,-1,-1,4.0,5.0,18.0,3.0,Apartment,-1,0,-1,-1,800
1026,KEYNOTE TOWER 2 - BEST VIEW 1BD (W BALCONY) AND PARKING,Victoria Park,"~~Please EMAIL in regards to this Listing~~

ONE BEDROOM with BALCONY in "" Keynote tower 2 "" NOT keynote tower 1 ( a building that's 3 years older ). This suite has the best view of the building (full downtown view and mountain view!!)

Offering the ultimate in luxury, amenities and views, this exclusive home towers above the beltline. Step out your door and into some of Calgary’s best shopping, restaurants, bars and entertainment options. Keynote Calgary is located in the heart of Calgary and features a fully equipped gym, hottub room, spacious owners lounge, 18,000 sq.ft sky garden, and a fully furnished party suite for entertaining guests. With a brand new 32,000 sq.ft Sunterra Market, Starbucks coffee shop and the Royal Bank - The Keynote Urban Village has all the conveniences right at your door step! Indulgences such as 10' high ceilings, granite counters, hardwood floor, and limestone tiles, make this sky suite a defining beltline residence. Downtown and Mountain views await you in the morning from your large master bedroom and your evening will be spent relaxing on your oversized balcony. Luxurious bathrooms, in suite steam washer and dryer, UNDERGROUND PARKING STALL and stainless steel Samsung kitchen appliances, will make your home a pure pleasure!",92712,0,0,1,2013,2009,16.0,17.0,18.0,2.0,Condo,-1,0, 1 ,1 ,1495
1027,ROOM FOR RENT IN DALHOUSIE,Dalhousie,"Room for rent! New renovation.
Beautiful bungalow located in the popular and stunning community of Dalhousie. Excellent location. Walking distance to public transit (bus and LRT), schools, parks, stores, and restaurants. Approximately 10 minutes (or less) drive to Market Mall, Northland Mall, Public Library, Costco, University of Calgary, SAIT.
Fenced backyard, lot of trees, quiet neighbourhood. Street parking available.
All utilities and high-speed internet included. Can provide furniture.
Looking to rent to a respectful, clean and quiet person",305592,0,0,1,1972,2017,0.0,10.0,15.0,4.0,Shared,1150,-1, 2.5 ,5 ,495
1028,BEAUTIFUL 2 BDRM CONDO- SHORT TERM OR LONG TERM,Mission,"Free Internet, cable, parking and storage.TOP FLOOR, CORNER UNIT with east and south exposure for maximum sunlight in the trendy MISSION community,walking distance to great dining,steps from the Elbow river and pathways and close to downtown. Cozy deck, with a gas BBQ hook-up, perfect spot to unwind, on those warm summer nights,after a busy day. NEW PAINT throughout this classy condo in a well run building, close to everything. The 9' CEILINGS create an open feel to the condo, coupled with light MAPLE HARDWOOD FLOORS and tile in the kitchen and bathroom. Modern white kitchen cabinets, GRANITE COUNTER TOPS and raised eating bar. Relax in the living room with a corner gas/electric fireplace and ample mantle room for the TV and other sound equipment. Roomy master bedroom,c/w walk in closet plus a second bedroom, both of which share the 4 piece bath. The corner unit allows both bedrooms to have the extra windows for wonderful natural light.Convenient den off the foyer. TITLED U/G parking(Stall #202) and a separate storage unit as well(#94). VALUE!! Short term or Long term rental available. AVAILABLE",356226,1,0,1,2003,2015,2.0,10.0,18.0,4.0,Apartment,925,0, 1 ,2 ,2000
1029,"CLASSY BRAND NEW, CENTRALLY LOCATED TOWNHOME",Capitol Hill,"Newly built, and gorgeously furnished, 3 bedroom, 3 bath townhouse/ condo suite. Situated in the revamping area of Capitol Hill, North Calgary, minutes away from SAIT and the University of Calgary. All amenities are within a 1km radius and 5 mins from downtown.
The main entry way features a unique social area. Kitchen has all stainless steel appliances - fridge, cooker, microwave and dishwasher, with all needed utensils.
Living space has a 4K TV. Lots of storage space in the basement area and building has safe underground parking.",434291,0,0,1,2018,2020,1.0,19.0,18.0,-1.0,Townhouse,1664,1, 3 ,3 ,2600
1030,OVERSIZE DETACHED SINGLE GARAGE FOR STORAGE IN MOUNT PLEASANT (INNER-CITY NW),Mount Pleasant,"Oversize detached single garage for Storage in Mount Pleasant (Inner-city NW). Walking distance to all amenities. Strictly for personal storage; not for a workshop, not for a business outlet (which would require a permit per regulations).
Dimensions:
* Entrance/Garage door: 8ft (wide) x 6ft (high);
* Actual Internal walls: 11ft-4inches (wide) x 18ft-9inches (long) x 7ft (high)",343029,0,-1,0,-1,2018,0.0,0.0,0.0,-1.0,Storage,-1,-1,-1,-1,190
1031,CLEAN ONE BEDROOM BASEMENT APT.,Acadia,"CLEAN, BRIGHT, AND SPACIOUS BASEMENT APARTMENT
With separate entrance,
Access to sun room and backyard,
Utilities and internet included,
Kitchen includes electric stove
Shared Washer Dryer,
Walking distance to C Train, Grocery Stores, Pharmacy, Recreation Centre, Schools",329141,1,0,0,1960,2018,0.0,11.0,21.0,4.0,Basement,1000,0, 1 ,1 ,1075
1032,"SPACIOUS, BRIGHT 4 BEDROOM + DEN FULL HOME, RENTAL INCENTIVE! WELCOME HOME!",Radisson Heights,"Bright, beautiful property in the heart of Radisson Heights, and only a short 10 minute commute to downtown! Near amenities including schools, playgrounds, parks, public transportation, restaurants and shopping. A short walk to the ridge where you can take in breathtaking mountain views and the downtown skyline. Main floor has pot lighting and has just been painted. Beautiful newly installed bathfitter in main floor bathroom. Spacious living space, with bonus room off the kitchen. 3 bedrooms up plus one more and a den downstairs for added storage. Large family room in basement with faux fireplace and a second bathroom. Includes laundry. Back yard backs onto a park with playground. Cement patio in large fenced back yard, backing onto park. Grass in front and back yard. Street parking. Strictly non-smoking property. Smokers, smoking not permitted anywhere in house or yard. References from previous landlords required. Willing to consider small, gentle dogs (with references and monthly pet fee). No vicious dog breeds, no cats. This full house can be your new home, for only $2025/ month! Call 403 -217-7745 to book your showing now!",440906,0,0,0,-1,2005,0.0,9.0,21.0,-1.0,House,-1,0, 2 ,4 ,2025
1033,BANFF TRAIL,Banff Trail,"Available Immediately.
Adults only. No pets. Non Smoking Building.
This is a bright & spacious 2 bedroom upper suite with large windows, hardwood floors, coin operated laundry in common area.
Minimum 4 month lease & option to renew for 1 year.
We provide Secure entry keys (cannot be duplicated).
Large storage locker is included for items such as bikes, winter tires etc.
1 off street energized parking stall is provided.
Located 4 blocks from Banff Trail LRT Station.
Close to SAIT, U. of Calgary, Foothills Hospital, Children's Hospital, North Hill & Brentwood Shopping Centres.
Building located across from park.
Looking for clean, quiet, mature tenant(s).",18281,0,0,0,-1,2007,1.0,10.0,21.0,2.0,Apartment,925,0, 1 ,2 ,1095
1034,"WINSTON HEIGHTS $450, DALHOUSIE $389 ALL INCLUSIVE.",Dalhousie,"We have 2 properties available for rent in (Edmonton Trail nearby 20ave NE $450) and (5687 Dalhousie Drive NW $389).

In regards to Edmonton trail, we are offering specious share accommodation 180sf high ceiling bedroom. Easy access to downtown along 16ave. Seeking for full time student or young professional. Newly renovated. Lease term for 6months with $450 all inclusive.

In regards to Dalhousie, we are offering very roomy bedrooms for rent located in the quiet upscale neighbourhood of West Dalhousie in approximately 1150sf basement. 10minutes walking distance to Dalhousie LRT station.
Large bedroom for $399, medium bedroom for $389 and full basement suite for rent 775. All utilities included with high speed internet.
Easy access to University of Calgary (10min LRT) and Southern Alberta Institute of Technology (20min LRT). It is an ideal share accommodation bedroom for students and young professionals who enjoy a quiet environment. This bedroom's tenant will share living room and washroom with another prospective tenant in the basement suite. This property would be available from March 1st 2021.

Feel free to email chan_joyce@shaw.ca or terenceyip2@gmail.com for enquiries.
Thank you for spending a moment reading this post and have yourself a wonderful day.",389483,0,0,0,2014,2016,0.0,11.0,15.0,5.0,Shared,2000,-1, 1 ,1 ,450
1035,1 BR + DEN BEAUTIFUL CONDO FOR RENT IN LINCOLN PARK: HEAT & WATER INCLUDED.,Lincoln Park,"Beautiful and w/ an abundance of light, this south facing home overlooks the courtyard. Enjoy this bright, open,1 BD + DEN apartment, with tile entry, NEWLY UPGRADED laminate flooring in the living/dining areas, gas fireplace and a covered patio with a gas BBQ connection. The kitchen offers lots of cabinet and counter space with a breakfast bar for informal snacks. The den provides a perfect area for your desk and computer.
Master Bedroom includes generous walk-in closet & 4-pce bath. Larger SW facing windows contribute to the bright pleasant atmosphere flowing through this open layout. The balcony evokes that same open concept feeling when you look out. A titled underground parking stall, an extra storage locker, in-suite laundry, bike storage, an exercise room & party room all are nice additions. Walking distance to the east entrance of MRU, transit, strip mall with various businesses, Tim Horton's & restaurant. Quick access to Crowchild Tr./Glenmore Tr. & Downtown. Come and see for yourself, this could be your new home!

To Book a Showing, Visit: https://hopestreet.ca/rental/1-br-den-beautiful-co...",439676,1,0,1,2002,-1,0.0,9.0,17.0,2.0,Condo,730,0, 1 ,1 ,1195
1036,MASTER BEDROOM,Panorama Hills,"Master Bedroom with private Washroom and walking closet. lots of sun light , utilities included",386058,0,0,0,-1,2019,0.0,7.0,22.0,4.0,Shared,-1,1, 1 ,1 ,800
1037,FANTASTIC & PET FRIENDLY 2 STOREY HOME WITH 3 BEDROOMS & BONUS ROOM IN EVERGREEN,Evergreen,"Great opportunity to rent a home in the safe, desirable community of Evergreen. Outstanding Everwillow location on quiet family friendly loop just steps to play park.

Jayman built - open design main floor with large kitchen and center island focal point. Hardwood throughout main area and lovely gas fireplace and large windows accent the bright main living area. 3 bedrooms, huge bonus room and 2 full bathrooms upstairs (Master has huge ensuite and walk-in closet). Insulated double garage with ample storage and oversized door. Lots of counter, cupboard and pantry space in the kitchen. Main floor also has a functional mud room entry off the garage with laundry and lots of coat/shoe storage. Sunny south facing back yard and deck. The home has a high efficiency furnace and hot water tank to help save on utility bills. Shows 10/10.

Very accessible near James McKevitt Road and Shawnessy Boulevard #12/#11/#52 Bus and School Bus are only steps away. Two C-Train stations are also a short drive or bus ride away. All of your shopping, banking, and entertainment needs are close by in Shawnessy Shopping Center. Fish Creek Park, several playgrounds, bike/walking paths and public/separate schools are all near by.

E-mail today to schedule a viewing. PLEASE EMAIL THROUGH ""CONTACT LANDLORD"" BUTTON ABOVE IF INTERESTED (refrain from phoning if possible - Thank You).

Availability Date: April 1 - Possibly sooner.",346613,1,0,1,2005,2011,0.0,18.0,18.0,-1.0,House,-1,0, 2.5 ,3 ,1885
1039,SUNNYSIDE GREAT ONE BEDROOM,Sunnyside,"Desirable Sunnyside-Kensington one bedroom with generous balcony and city & mountain views. Only $880 - for this trendy location only minutes to downtown. 726 5A Street N.W. Just steps to pedestrian bridges and trails through beautiful Princess Island, river walk/bike paths and more. A delightful north east corner one bedroom apartment with balcony. Flooring styles vary from carpet to laminate. Extremely bright and light. Some view to the south and east. Small quiet concrete building with caring owner manager. No Smoking, No pets! NO odours Photos may vary sightly. Call today for more information or an appointment to view. All appointments to view arranged by phone 403 399 0803 . email sonchris@shaw.ca",456,0,0,1,-1,2005,3.0,12.0,21.0,2.0,Apartment,-1,0, 1 ,1 ,880
1040,5 BEDROOM SPACIOUS HOUSE IN NW,Kincora,"Bright and spacious house available in Kincora NW Calgary. 5 bedrooms + den and 3.5 bathrooms in the house. Quiet neighbourhood and perfect location. Rent is 2500 and one month security deposit is required. Landlord is out of the country so phone number is only reachable through WhatsApp or iMessage. Preferably contact through email.
7808389767
sadiqhassan62@hotmail.com",441171,0,0,1,-1,2017,0.0,9.0,24.0,-1.0,House,-1,0, 3.5 ,5 ,2500
1041,VERY LARGE SUNALTA STUDIO FREE INTERNET AND PARKING,Sunalta,"Includes internet, heat, water (except electric)
Includes uncovered parking at rear, plus plenty of free street parking
On-site resident manager
Coin-operated laundry facility
Features room with view
Walk in closet
Close to downtown. Sunalta LRT a few blocks away
Close Downtown Short drive to Westbrook Mall and West Hills Shopping Centre
Easy access to all major routes (Memorial Drive, Crowchild Trail, Bow Trail, 17 Ave SW)
Lease is 6 months
PLEASE TEXT OR PHONE 403 970 6401 FOR FASTER RESPONSE",7042,0,0,0,-1,2006,3.0,6.0,19.0,3.0,Apartment,600,0,-1,-1,725
1043,NEAT AND CLEAN TOP FLOOR CONDO AT UNIVERSITY CITY (VIRTUAL VIEWING AVAILABLE),Brentwood,"This beautiful, top floor 2 bedroom/1 full bathroom condo (with balcony) is sure to offer you a comfortable and a cozy place to live. The master bedroom and the living room both have floor to ceiling windows with views of both Nose Hill Park and Blakinston Park.
Both bedrooms are not connected (directly adjacent) to another unit so less likelihood of noise from the neighbours!
Appliances included; stove, microwave, fridge, dishwasher, and in-suite washer and dryer.
Address is 10 Brentwood Common NW Calgary (University City - red building).
Great convenient location:
Steps away from the Brentwood LRT (C-Train) Station.
Short walk to University of Calgary and Rocky Mountain College. LRT to SAIT in 7 minutes and downtown in 12 minutes.
Next to Brentwood Mall, Co-op, Safeway, banks, doctors’ offices, restaurants, pubs.
6 min walk to a city bus loop with direct buses to Foothills hospital, Alberta Children’s Hospital, Mount Royal University, and many other communities.
Bus stop on property corner.
Day care centre located within Brentwood complex.

Rent includes:
1 heated secure underground parking stall and 1 storage locker.
All utilities (heat, water, air-conditioning) except electricity.
Access to fitness center, meeting room and bicycle racks with lock mechanism.
Available for immediate occupancy.
Security Deposit - One month’s rent.
No pets and no smoking.
Call / Text 587-8978922 or 587-8946540 for inquiries.",134993,0,0,1,2015,2016,8.0,10.0,18.0,2.0,Condo,-1,0, 1 ,2 ,1350
1044,FANTASTIC MISSION LOCATION!,Mission,"Heart of the Mission area.Close to 4th street restaurants, coffee shops, river pathways, LRT, 17 ave and easy access downtown.
Clean and well kept bachelor in a quiet ""adults only""concrete building. Bright unit, security doors, in-unit storage closet, in-building laundry, etc. Available Apr 1st (or a few days earlier) $725/mo includes heat and water, (parking additional $45/mo if required). NO SMOKING< NO PETS.
Send me an email telling me a bit about yourself. I will respond with a time to view.",148108,0,0,0,-1,2015,1.0,7.0,18.0,2.0,Apartment,-1,0,-1,-1,725
1045,YOUNG PROFESSIONAL LOOKING FOR ROOMMATE - EAST VILLAGE,East Village,"I am looking for a young professional to occupy a room in a brand new 2 bedroom condo downtown in the East Village. The room comes with a bed and your own washroom. Rent includes TV and internet. Condo building includes a gym facility, hot tub, and concierge. I am 32 year old male professional and live an active, community oriented lifestyle. I would appreciate living with someone with similar values.
The location is a few minutes walk from the LRT, new Central Library, and many other amenities. There will be a grocery store opening up one block away in June of 2020. Unfortunately, no parking stall included in the rent.
Month to Month Rent Situation. Move in for May 1st or sooner depending on the situation.
**If you are interested, please provide your Age, Profession, and a few comments about the lifestyle you live. Thanks!",358753,0,0,0,2018,2018,16.0,12.0,12.0,5.0,Shared,730,1, 1 ,1 ,850
1046,MAYLAND HEIGHTS SUITE AVAILABLE,Mayland Heights,"Bright sunny inner city clean 1 bedroom 1 bath. Living room with fireplace.
Energy efficient new furnace, hot water tank and windows.
Large fenced yard.
Quiet Neighbourhood.
Located 1 block from Columbia College.
Close to bus, shopping and LRT.
Please call 403-819-5111 for more details.",398070,0,0,0,-1,2007,0.0,12.0,19.0,-1.0,Shared,-1,0, 1 ,1 ,550
1047,CONNAUGHT APARTMENTS,Sunalta,"Great location in Connaught! Beltline to downtown Calgary, the Garfield Manor has a one-bedroom ground floor unit available.
wide-open space in the living room. The kitchen has plenty of cupboard and counter space and a dishwasher!
There’s the convenience of coin laundry facilities in the building. Located just blocks away from 17th Avenue, and within walking distance to
shopping, groceries, cafes and restaurants. Parking stall subject to availability.
This is a cat friendly building.

Parking (if available) is $75/month",38132,0,0,0,-1,2019,3.0,10.0,19.0,2.0,Apartment,-1,0, 1 ,1 ,900
1047,CONNAUGHT APARTMENTS,Sunalta,"Great location in Connaught! Beltline to downtown Calgary, the Garfield Manor has a one-bedroom ground floor unit available.
wide-open space in the living room. The kitchen has plenty of cupboard and counter space and a dishwasher!
There’s the convenience of coin laundry facilities in the building. Located just blocks away from 17th Avenue, and within walking distance to
shopping, groceries, cafes and restaurants. Parking stall subject to availability.
This is a cat friendly building.

Parking (if available) is $75/month",38132,0,0,0,-1,2019,3.0,10.0,19.0,2.0,Apartment,-1,0, 1 ,1 ,900
1048,MOVE IN NOW AND DON'T PAY UNTIL MAY 1 + GET APR 2022 FREE ON A 14 MONTH LEASE,Tuxedo Park,"Welcome to Centro Residential.
Rent you next apartment with us. Move in now, don't pay until May 1 + Apr 2022 free. Take a virtual tour here Photos and Video of Centro Residential in Calgary, AB (centroyyc.ca)
Join the new, mixed-use community in Calgary’s authentic and upcoming neighborhoods. Each bright & contemporary suite features stainless steel appliances, spacious floor plans and plenty of functional storage space. Enjoy a coffee from your couch surrounded by beautiful city views in the morning and unwind with a glass of wine on the stunning rooftop patio with at night. The rooftop patio features spectacular 360-degree views, stylish patio furniture, BBQ stations and cozy fire pits – the ultimate gathering place for you & your friends!

Whether you are looking to operate your business from home in one of our live/work suites or searching for a new home conveniently and centrally located, Centro’s functional design and nearby amenities will meet your needs. Live the downtown lifestyle without getting caught up in the chaos of downtown. Within short walking distance to fantastic amenities like fitness studios, restaurants, playgrounds and greenspaces the central location is sure to please everyone! If you do require a vehicle, choose from three different types of rentable parking – underground, surface and garage.
All our suites are cleaned and sanitized adhering to strict covid-19 cleaning protocols prior to move-in.
* Promotions are based on qualified applications on a 14 month lease and are subject to change without notice. Incentives are subject to change without notice.
**Suite availability, rental rates and promotions are subject to change. Photos shown may not be the exact suite. Floor plans and square footage are approximate. E&OE.
Like us on facebook to receive up to date information about the Calgary Rental and Real Estate Markets. https://goo.gl/li2hcz
Like us on facebook to receive up to date information about the Calgary Rental and Real Estate Markets. https://goo.gl/li2hcz",147339,1,0,1,2016,-1,2.0,13.0,14.0,2.0,Apartment,531,0, 1 ,1 ,1235
1048,MOVE IN NOW AND DON'T PAY UNTIL MAY 1 + GET APR 2022 FREE ON A 14 MONTH LEASE,Tuxedo Park,"Welcome to Centro Residential.
Rent you next apartment with us. Move in now, don't pay until May 1 + Apr 2022 free. Take a virtual tour here Photos and Video of Centro Residential in Calgary, AB (centroyyc.ca)
Join the new, mixed-use community in Calgary’s authentic and upcoming neighborhoods. Each bright & contemporary suite features stainless steel appliances, spacious floor plans and plenty of functional storage space. Enjoy a coffee from your couch surrounded by beautiful city views in the morning and unwind with a glass of wine on the stunning rooftop patio with at night. The rooftop patio features spectacular 360-degree views, stylish patio furniture, BBQ stations and cozy fire pits – the ultimate gathering place for you & your friends!

Whether you are looking to operate your business from home in one of our live/work suites or searching for a new home conveniently and centrally located, Centro’s functional design and nearby amenities will meet your needs. Live the downtown lifestyle without getting caught up in the chaos of downtown. Within short walking distance to fantastic amenities like fitness studios, restaurants, playgrounds and greenspaces the central location is sure to please everyone! If you do require a vehicle, choose from three different types of rentable parking – underground, surface and garage.
All our suites are cleaned and sanitized adhering to strict covid-19 cleaning protocols prior to move-in.
* Promotions are based on qualified applications on a 14 month lease and are subject to change without notice. Incentives are subject to change without notice.
**Suite availability, rental rates and promotions are subject to change. Photos shown may not be the exact suite. Floor plans and square footage are approximate. E&OE.
Like us on facebook to receive up to date information about the Calgary Rental and Real Estate Markets. https://goo.gl/li2hcz
Like us on facebook to receive up to date information about the Calgary Rental and Real Estate Markets. https://goo.gl/li2hcz",147339,1,0,1,2016,-1,2.0,13.0,14.0,2.0,Apartment,531,0, 1 ,1 ,1245
1048,MOVE IN NOW AND DON'T PAY UNTIL MAY 1 + GET APR 2022 FREE ON A 14 MONTH LEASE,Tuxedo Park,"Welcome to Centro Residential.
Rent you next apartment with us. Move in now, don't pay until May 1 + Apr 2022 free. Take a virtual tour here Photos and Video of Centro Residential in Calgary, AB (centroyyc.ca)
Join the new, mixed-use community in Calgary’s authentic and upcoming neighborhoods. Each bright & contemporary suite features stainless steel appliances, spacious floor plans and plenty of functional storage space. Enjoy a coffee from your couch surrounded by beautiful city views in the morning and unwind with a glass of wine on the stunning rooftop patio with at night. The rooftop patio features spectacular 360-degree views, stylish patio furniture, BBQ stations and cozy fire pits – the ultimate gathering place for you & your friends!

Whether you are looking to operate your business from home in one of our live/work suites or searching for a new home conveniently and centrally located, Centro’s functional design and nearby amenities will meet your needs. Live the downtown lifestyle without getting caught up in the chaos of downtown. Within short walking distance to fantastic amenities like fitness studios, restaurants, playgrounds and greenspaces the central location is sure to please everyone! If you do require a vehicle, choose from three different types of rentable parking – underground, surface and garage.
All our suites are cleaned and sanitized adhering to strict covid-19 cleaning protocols prior to move-in.
* Promotions are based on qualified applications on a 14 month lease and are subject to change without notice. Incentives are subject to change without notice.
**Suite availability, rental rates and promotions are subject to change. Photos shown may not be the exact suite. Floor plans and square footage are approximate. E&OE.
Like us on facebook to receive up to date information about the Calgary Rental and Real Estate Markets. https://goo.gl/li2hcz
Like us on facebook to receive up to date information about the Calgary Rental and Real Estate Markets. https://goo.gl/li2hcz",147339,1,0,1,2016,-1,2.0,13.0,14.0,2.0,Apartment,545,0, 1 ,1 ,1255
1048,MOVE IN NOW AND DON'T PAY UNTIL MAY 1 + GET APR 2022 FREE ON A 14 MONTH LEASE,Tuxedo Park,"Welcome to Centro Residential.
Rent you next apartment with us. Move in now, don't pay until May 1 + Apr 2022 free. Take a virtual tour here Photos and Video of Centro Residential in Calgary, AB (centroyyc.ca)
Join the new, mixed-use community in Calgary’s authentic and upcoming neighborhoods. Each bright & contemporary suite features stainless steel appliances, spacious floor plans and plenty of functional storage space. Enjoy a coffee from your couch surrounded by beautiful city views in the morning and unwind with a glass of wine on the stunning rooftop patio with at night. The rooftop patio features spectacular 360-degree views, stylish patio furniture, BBQ stations and cozy fire pits – the ultimate gathering place for you & your friends!

Whether you are looking to operate your business from home in one of our live/work suites or searching for a new home conveniently and centrally located, Centro’s functional design and nearby amenities will meet your needs. Live the downtown lifestyle without getting caught up in the chaos of downtown. Within short walking distance to fantastic amenities like fitness studios, restaurants, playgrounds and greenspaces the central location is sure to please everyone! If you do require a vehicle, choose from three different types of rentable parking – underground, surface and garage.
All our suites are cleaned and sanitized adhering to strict covid-19 cleaning protocols prior to move-in.
* Promotions are based on qualified applications on a 14 month lease and are subject to change without notice. Incentives are subject to change without notice.
**Suite availability, rental rates and promotions are subject to change. Photos shown may not be the exact suite. Floor plans and square footage are approximate. E&OE.
Like us on facebook to receive up to date information about the Calgary Rental and Real Estate Markets. https://goo.gl/li2hcz
Like us on facebook to receive up to date information about the Calgary Rental and Real Estate Markets. https://goo.gl/li2hcz",147339,1,0,1,2016,-1,2.0,13.0,14.0,2.0,Apartment,545,0, 1 ,1 ,1265
1048,MOVE IN NOW AND DON'T PAY UNTIL MAY 1 + GET APR 2022 FREE ON A 14 MONTH LEASE,Tuxedo Park,"Welcome to Centro Residential.
Rent you next apartment with us. Move in now, don't pay until May 1 + Apr 2022 free. Take a virtual tour here Photos and Video of Centro Residential in Calgary, AB (centroyyc.ca)
Join the new, mixed-use community in Calgary’s authentic and upcoming neighborhoods. Each bright & contemporary suite features stainless steel appliances, spacious floor plans and plenty of functional storage space. Enjoy a coffee from your couch surrounded by beautiful city views in the morning and unwind with a glass of wine on the stunning rooftop patio with at night. The rooftop patio features spectacular 360-degree views, stylish patio furniture, BBQ stations and cozy fire pits – the ultimate gathering place for you & your friends!

Whether you are looking to operate your business from home in one of our live/work suites or searching for a new home conveniently and centrally located, Centro’s functional design and nearby amenities will meet your needs. Live the downtown lifestyle without getting caught up in the chaos of downtown. Within short walking distance to fantastic amenities like fitness studios, restaurants, playgrounds and greenspaces the central location is sure to please everyone! If you do require a vehicle, choose from three different types of rentable parking – underground, surface and garage.
All our suites are cleaned and sanitized adhering to strict covid-19 cleaning protocols prior to move-in.
* Promotions are based on qualified applications on a 14 month lease and are subject to change without notice. Incentives are subject to change without notice.
**Suite availability, rental rates and promotions are subject to change. Photos shown may not be the exact suite. Floor plans and square footage are approximate. E&OE.
Like us on facebook to receive up to date information about the Calgary Rental and Real Estate Markets. https://goo.gl/li2hcz
Like us on facebook to receive up to date information about the Calgary Rental and Real Estate Markets. https://goo.gl/li2hcz",147339,1,0,1,2016,-1,2.0,13.0,14.0,2.0,Apartment,566,0, 1 ,1 ,1275
1048,MOVE IN NOW AND DON'T PAY UNTIL MAY 1 + GET APR 2022 FREE ON A 14 MONTH LEASE,Tuxedo Park,"Welcome to Centro Residential.
Rent you next apartment with us. Move in now, don't pay until May 1 + Apr 2022 free. Take a virtual tour here Photos and Video of Centro Residential in Calgary, AB (centroyyc.ca)
Join the new, mixed-use community in Calgary’s authentic and upcoming neighborhoods. Each bright & contemporary suite features stainless steel appliances, spacious floor plans and plenty of functional storage space. Enjoy a coffee from your couch surrounded by beautiful city views in the morning and unwind with a glass of wine on the stunning rooftop patio with at night. The rooftop patio features spectacular 360-degree views, stylish patio furniture, BBQ stations and cozy fire pits – the ultimate gathering place for you & your friends!

Whether you are looking to operate your business from home in one of our live/work suites or searching for a new home conveniently and centrally located, Centro’s functional design and nearby amenities will meet your needs. Live the downtown lifestyle without getting caught up in the chaos of downtown. Within short walking distance to fantastic amenities like fitness studios, restaurants, playgrounds and greenspaces the central location is sure to please everyone! If you do require a vehicle, choose from three different types of rentable parking – underground, surface and garage.
All our suites are cleaned and sanitized adhering to strict covid-19 cleaning protocols prior to move-in.
* Promotions are based on qualified applications on a 14 month lease and are subject to change without notice. Incentives are subject to change without notice.
**Suite availability, rental rates and promotions are subject to change. Photos shown may not be the exact suite. Floor plans and square footage are approximate. E&OE.
Like us on facebook to receive up to date information about the Calgary Rental and Real Estate Markets. https://goo.gl/li2hcz
Like us on facebook to receive up to date information about the Calgary Rental and Real Estate Markets. https://goo.gl/li2hcz",147339,1,0,1,2016,-1,2.0,13.0,14.0,2.0,Apartment,563,0, 1 ,1 ,1285
